"","mod1","mod3","ratio"
"units.of.language.x",0,0,1
"exemplars.x",0,0,1
"referring.expressions.x",0,0,1
"repetition.and.lexical.chains.x",0,0,1
"ellipsis.x",0,0,1
"conjunctions.and.discourse.markers.x",0,0,1
"locutionary.x",0,0,1
"illocutionary.and.perlocutionary.acts.x",0,0,1
"language.media.x",0,0,1
"context.dependent.x",0,0,1
"stress.patterns.x",0,0,1
"maxims.of.conversation.x",0,0,1
"cooperative.principle.x",0,0,1
"conversational.analysis.x",0,0,1
"principles.of.politeness.x",0,0,1
"deictics.x",0,0,1
"conversational.turn.x",0,0,1
"discursive.competence.x",0,0,1
"morphology.and.lexicn.x",0,0,1
"acquisition.learning.dichotomy.x",0,0,1
"natural.order.hypothesis.x",0.172413793103448,0.172413793103448,1
"reformulations.x",0.0344827586206897,0.0344827586206897,1
"foreigner.talk.x",0,0,1
"acoustically.salient.sound.x",0,0,1
"tense.markings.x",0,0,1
"genetic.method.x",0.0344827586206897,0.0344827586206897,1
"private.speech.x",0.0344827586206897,0.0344827586206897,1
"intramental.plane.x",0,0,1
"intermental.plane.x",0,0,1
"product.oriented.theories.x",0,0,1
"contextual.cues.x",0.0344827586206897,0.0344827586206897,1
"critical.period.x",0,0,1
"rate.of.acquisition.x",0,0,1
"instrumental.motivation.x",0.0344827586206897,0.0344827586206897,1
"resultative.hypothesis.x",0,0,1
"good.learners.habits.x",0,0,1
"indirect.learning.strategies.x",0,0,1
"strategic.investment.x",0,0,1
"large.clases.x",0,0,1
"EFL.x",0,0,1
"monolingual.clases.x",0,0,1
"approach.x",0.96551724137931,0.96551724137931,1
"taxonomy.of.learning.domains.x",0.103448275862069,0.103448275862069,1
"task.based.learning.framework.x",0,0,1
"real.world.or.target.task.x",0,0,1
"enabling.skills.x",0,0,1
"teachers.roles.x",0,0,1
"knowledge.base.x",0.0344827586206897,0.0344827586206897,1
"students.roles.x",0,0,1
"power.relationship.x",0,0,1
"coercive.relationship.x",0,0,1
"reward.based.relationship.x",0,0,1
"phantom.x",0.0344827586206897,0.0344827586206897,1
"authentic.Materials.x",0,0,1
"top.bottom.approach.x",0,0,1
"calla.x",0,0,1
"cognitive.academic.language.learning.approach.x",0,0,1
"literacy.transfer.x",0,0,1
"sheltered.instruction.x",0,0,1
"after.reading.phase.x",0,0,1
"before.reading.phase.x",0,0,1
"discourse.markers.x",0,0,1
"during.reading.phase.x",0,0,1
"reading.assessment.x",0,0,1
"sq3r.sequence.x",0,0,1
"affix.x",0,0,1
"suffix.x",0,0,1
"prefix.x",0,0,1
"global.clue.x",0,0,1
"linguistic.clue.x",0,0,1
"local.clue.x",0,0,1
"reading.lab.x",0,0,1
"readable.material.x",0,0,1
"netiquette.x",0,0,1
"flesch.kincaid.x",0,0,1
"readability.score.x",0,0,1
"micro.and.macroskills.for.writing.x",0,0,1
"real.wriging.x",0,0,1
"CALL.x",0,0,1
"chunking.x",0,0,1
"clustering.x",0,0,1
"colloquial.language.x",0,0,1
"back.channeling.x",0,0,1
"formal.style.x",0,0,1
"conversational.analysis.1.x",0,0,1
"corpus.analysis.x",0,0,1
"fillers.x",0,0,1
"fixed.phrases.x",0,0,1
"gaze.x",0,0,1
"hesitation.markers.x",0,0,1
"interactional.talk.x",0,0,1
"slips.x",0,0,1
"idea.unit.x",0,0,1
"transactional.talk.x",0,0,1
"stylistic.variation.x",0,0,1
"connected.discourse.x",0,0,1
"use.x",1,1,1
"function.words.x",0,0,1
"intonation.contours.x",0,0,1
"language.oriented.approaches.x",0,0,1
"lexical.stress.x",0,0,1
"message.oriented.approaches.x",0,0,1
"plateau.x",0,0,1
"rising.intonation.x",0,0,1
"segmental.x",0,0,1
"suprasegmental.x",0,0,1
"unaccented.x",0,0,1
"decentering.x",0,0,1
"native.speaker.model.of.language.learning.x",0,0,1
"norm.based.testing.x",0,0,1
"criterion.based.testing.x",0,0,1
"sqrt_word_count.x",1,1,1
"normalized_word_proportion.x",1,1,1
"intake.x",0.482758620689655,0.448275862068966,0.928586221425562
"target.language.x",0.96551724137931,0.896551724137931,0.928578825764474
"method.x",0.96551724137931,0.896551724137931,0.928578825764474
"behaviorism.x",0.379310344827586,0.344827586206897,0.909114869716166
"experiential.learning.model.x",0.241379310344828,0.206896551724138,0.85720201630753
"constructivism.x",0.206896551724138,0.172413793103448,0.833413849972513
"audiolingual.method.x",0.310344827586207,0.241379310344828,0.777849359650779
"grammar.translation.method.x",0.344827586206897,0.241379310344828,0.700086974777315
"interactivity.x",0.103448275862069,0.0689655172413793,0.666988577708215
"negotiation.of.meaning.x",0.206896551724138,0.137931034482759,0.666827699945027
"direct.method.x",0.620689655172414,0.379310344827586,0.611173755339418
"interactional.view.of.language.x",0.0689655172413793,0.0344827586206897,0.500723950272105
"communicative.view.of.language.x",0.0689655172413793,0.0344827586206897,0.500723950272105
"pedagogical.tasks.x",0.0689655172413793,0.0344827586206897,0.500723950272105
"rehearsal.tasks.x",0.0689655172413793,0.0344827586206897,0.500723950272105
"communicative.purpose.x",0.137931034482759,0.0689655172413793,0.500362237377901
"reflective.observation.x",0.241379310344828,0.103448275862069,0.428808065230119
"abstract.conceptualization.x",0.241379310344828,0.103448275862069,0.428808065230119
"interpersonality.x",0.103448275862069,0.0344827586206897,0.333977155416431
"texture.x",0.0344827586206897,0,0.00289161431847642
"mimicry.x",0.0344827586206897,0,0.00289161431847642
"referent.relationship.x",0.0344827586206897,0,0.00289161431847642
"interactional.competence.x",0.0344827586206897,0,0.00289161431847642
"content.words.x",0.0344827586206897,0,0.00289161431847642
"substitution.x",0.137931034482759,0,0.000724474755802044
