"","mod1","mod3","ratio"
"artifacts.x",9.50855056409476e-06,2.34649060531325e-05,1.127445349401
"focus.on.form.x",4.51856642265815e-05,6.32159740031242e-05,1.12418794839416
"ethnocentrism.x",0,1.16662622014896e-05,1.1166626220149
"instructional.materials.x",4.07983419553829e-06,1.49835184974891e-05,1.10476269861716
"genres.x",5.3938305366322e-06,1.59465562554074e-05,1.10012659816086
"pragmatic.competence.x",5.39467437745458e-06,1.58252569148108e-05,1.09896688422795
"critical.reading.x",4.96583505482282e-06,1.53145194678862e-05,1.09859097874712
"engaged.learning.x",0,9.12302629028101e-06,1.09123026290281
"language.competence.x",0,7.73772270093855e-06,1.07737722700939
"use.x",0.00362623361589899,0.00390924648844732,1.07595145708009
"falling.intonation.x",0,6.97043837086914e-06,1.06970438370869
"summative.testing.x",0,6.56022051235046e-06,1.0656022051235
"interaction.x",0.000526535161540512,0.000566134647459867,1.0632039322773
"rhythm.x",3.23662329346139e-05,4.07012949941317e-05,1.06296970061568
"intelligibility.x",0,6.23069781738655e-06,1.06230697817387
"drill.x",3.87622558242623e-05,4.67496919560679e-05,1.05756202278753
"direct.learning.x",0,5.50438277791281e-06,1.05504382777913
"word.parts.x",5.51547642685375e-06,1.11416230600706e-05,1.05332058219078
"comprehension.strategies.x",7.55538094230711e-06,1.31549824565302e-05,1.05206249529465
"cohesive.devices.x",0,4.81587909463953e-06,1.0481587909464
"text.types.x",5.39467437745458e-06,1.02211246059327e-05,1.04579406176818
"reduction.x",0,4.57808377185731e-06,1.04578083771857
"communities.of.practice.x",5.51635876190844e-06,1.01730365270369e-05,1.04413228261256
"metalinguistic.x",0,4.31573950196366e-06,1.04315739501964
"content.based.approach.x",0,4.26819638825222e-06,1.04268196388252
"mediation.x",4.75427528204738e-06,9.05808770167038e-06,1.04108483790313
"phonetics.x",1.43462555427655e-05,1.90183133677475e-05,1.04085886155874
"computer.assisted.language.learning.x",8.22781164893573e-06,1.25839701913762e-05,1.0402498995043
"written.discourse.x",5.39467437745458e-06,9.29812312823327e-06,1.0370364894985
"normalized_word_proportion.x",16.5356771790266,17.0845152198151,1.03319094318014
"cross.linguistic.influence.x",0,3.28908418739886e-06,1.03289084187399
"native.like.x",0,3.28877049315114e-06,1.03288770493151
"casual.style.x",0,3.12287254308003e-06,1.0312287254308
"interactional.modifications.x",5.80127163874321e-06,9.0057416869991e-06,1.03028763264016
"language.system.x",2.37523082189219e-05,2.74259315751458e-05,1.02968529160462
"arbitrary.nature.of.language.x",0,2.96727980558383e-06,1.02967279805584
"semantics.x",1.19955036630573e-05,1.50897553077114e-05,1.02762835599153
"communication.models.x",0,2.71946045904493e-06,1.02719460459045
"difficulty.level.x",0,2.71946045904493e-06,1.02719460459045
"recasts.x",1.05545710971339e-05,1.34943917004429e-05,1.02659157892916
"previous.knowledge.x",0.00017829160487489,0.000185484275442034,1.02584580505178
"genetic.method.x",4.62483350599378e-06,7.29600817152915e-06,1.02553098127876
"formative.testing.x",0,2.30145889479341e-06,1.02301458894793
"language.variation.x",0,2.13396612542173e-06,1.02133966125422
"spoken.discourse.x",0,2.13396612542173e-06,1.02133966125422
"language.competences.x",0,2.13396612542173e-06,1.02133966125422
"activation.tasks.x",0,2.13396612542173e-06,1.02133966125422
"learner.centered.instruction.x",0,2.10055790818041e-06,1.0210055790818
"strategies.for.reading.comprehension.x",0,2.0772746157042e-06,1.02077274615704
"bottom.up.approach.x",0,2.07714948621707e-06,1.02077149486217
"phonics.instruction.x",0,2.07702437180398e-06,1.02077024371804
"parallelism.x",0,2.07689927246218e-06,1.02076899272462
"domain.of.discourse.x",0,1.91103738753545e-06,1.01911037387535
"norm.x",0,1.91082559130498e-06,1.01910825591305
"symbolic.tools.x",4.75493086330525e-06,6.67742862734894e-06,1.01835233671771
"speech.acts.x",0,1.77316597010797e-06,1.01773165970108
"intrinsic.motivation.x",4.1564849203478e-05,4.40571822301973e-05,1.01760559235391
"form.x",0.000809736323362324,0.000822768265671832,1.0143249664489
"sociolinguistics.x",7.91615211677908e-06,9.23073260428917e-06,1.01218149889265
"cohesion.x",2.52920145941638e-05,2.67266799332281e-05,1.01145057283747
"private.speech.x",6.07625702567219e-06,6.40189837626517e-06,1.00306987972355
"syllabus.x",0.000159208269258353,0.000159846096793395,1.00246067587607
"language.in.use.x",1.9955409100961e-05,1.99872413026916e-05,1.00026536695568
"intercultural.competence.x",1.54584558859749e-09,1.24740927583279e-08,1.00010928078239
"intercultural.competence.1.x",1.54584558859749e-09,1.24740927583279e-08,1.00010928078239
"communication.strategies.x",2.62268663171828e-09,4.6846498941476e-09,1.00002061909185
"communication.strategies.1.x",2.62268663171828e-09,4.6846498941476e-09,1.00002061909185
"collaborative.dialogue.x",0,1.06845234992747e-09,1.0000106845235
"collaborative.dialogue.1.x",0,1.06845234992747e-09,1.0000106845235
"hypothesis.testing.x",0,4.81901342165864e-10,1.00000481901342
"hypothesis.testing.1.x",0,4.81901342165864e-10,1.00000481901342
"creative.nature.of.language.x",0,0,1
"conventional.nature.of.language.x",0,0,1
"polysemy.x",0,0,1
"X.x",0,0,1
"English.as.lingua.franca.x",0,0,1
"mutual.intelligibility.x",0,0,1
"stereotype.x",0,0,1
"units.of.language.x",0,0,1
"exemplars.x",0,0,1
"referring.expressions.x",0,0,1
"repetition.and.lexical.chains.x",0,0,1
"ellipsis.x",0,0,1
"conjunctions.and.discourse.markers.x",0,0,1
"locutionary.x",0,0,1
"illocutionary.and.perlocutionary.acts.x",0,0,1
"language.media.x",0,0,1
"context.dependent.x",0,0,1
"stress.patterns.x",0,0,1
"maxims.of.conversation.x",0,0,1
"cooperative.principle.x",0,0,1
"conversational.analysis.x",0,0,1
"principles.of.politeness.x",0,0,1
"deictics.x",0,0,1
"conversational.turn.x",0,0,1
"discursive.competence.x",0,0,1
"morphology.and.lexicn.x",0,0,1
"acquisition.learning.dichotomy.x",0,0,1
"foreigner.talk.x",0,0,1
"acoustically.salient.sound.x",0,0,1
"tense.markings.x",0,0,1
"intramental.plane.x",0,0,1
"intermental.plane.x",0,0,1
"product.oriented.theories.x",0,0,1
"critical.period.x",0,0,1
"rate.of.acquisition.x",0,0,1
"resultative.hypothesis.x",0,0,1
"good.learners.habits.x",0,0,1
"indirect.learning.strategies.x",0,0,1
"strategic.investment.x",0,0,1
"large.clases.x",0,0,1
"EFL.x",0,0,1
"monolingual.clases.x",0,0,1
"task.based.learning.framework.x",0,0,1
"real.world.or.target.task.x",0,0,1
"enabling.skills.x",0,0,1
"teachers.roles.x",0,0,1
"students.roles.x",0,0,1
"power.relationship.x",0,0,1
"coercive.relationship.x",0,0,1
"reward.based.relationship.x",0,0,1
"authentic.Materials.x",0,0,1
"top.bottom.approach.x",0,0,1
"calla.x",0,0,1
"cognitive.academic.language.learning.approach.x",0,0,1
"literacy.transfer.x",0,0,1
"sheltered.instruction.x",0,0,1
"after.reading.phase.x",0,0,1
"before.reading.phase.x",0,0,1
"discourse.markers.x",0,0,1
"during.reading.phase.x",0,0,1
"reading.assessment.x",0,0,1
"sq3r.sequence.x",0,0,1
"affix.x",0,0,1
"suffix.x",0,0,1
"prefix.x",0,0,1
"global.clue.x",0,0,1
"linguistic.clue.x",0,0,1
"local.clue.x",0,0,1
"reading.lab.x",0,0,1
"readable.material.x",0,0,1
"netiquette.x",0,0,1
"flesch.kincaid.x",0,0,1
"readability.score.x",0,0,1
"micro.and.macroskills.for.writing.x",0,0,1
"real.wriging.x",0,0,1
"CALL.x",0,0,1
"chunking.x",0,0,1
"clustering.x",0,0,1
"colloquial.language.x",0,0,1
"back.channeling.x",0,0,1
"formal.style.x",0,0,1
"conversational.analysis.1.x",0,0,1
"corpus.analysis.x",0,0,1
"fillers.x",0,0,1
"fixed.phrases.x",0,0,1
"gaze.x",0,0,1
"hesitation.markers.x",0,0,1
"interactional.talk.x",0,0,1
"slips.x",0,0,1
"idea.unit.x",0,0,1
"transactional.talk.x",0,0,1
"stylistic.variation.x",0,0,1
"connected.discourse.x",0,0,1
"function.words.x",0,0,1
"intonation.contours.x",0,0,1
"language.oriented.approaches.x",0,0,1
"lexical.stress.x",0,0,1
"message.oriented.approaches.x",0,0,1
"plateau.x",0,0,1
"rising.intonation.x",0,0,1
"segmental.x",0,0,1
"suprasegmental.x",0,0,1
"unaccented.x",0,0,1
"decentering.x",0,0,1
"native.speaker.model.of.language.learning.x",0,0,1
"norm.based.testing.x",0,0,1
"criterion.based.testing.x",0,0,1
"discourse.analysis.x",3.18131046780432e-09,1.31360146276624e-09,0.999981323504107
"discourse.analysis.1.x",3.18131046780432e-09,1.31360146276624e-09,0.999981323504107
"language.as.social.practice.x",7.30257488790548e-06,7.1855666718515e-06,0.998909548851216
"input.x",2.5032634214435e-07,6.13127745561864e-08,0.998114584016983
"input.1.x",2.5032634214435e-07,6.13127745561864e-08,0.998114584016983
"language.performance.x",1.0701090531666e-05,1.00806332426453e-05,0.994395201654827
"dialect.x",5.51459437401082e-06,4.89263006332494e-06,0.994105419118788
"stress.x",4.45298980509778e-05,4.20033576875511e-05,0.982518908561496
"moves.x",1.69388760241836e-05,1.47339152170317e-05,0.981144330421854
"accuracy.x",0.000141945306619895,0.000136561492335915,0.977747804414168
"contextual.x",3.14639587758695e-05,2.77527627401667e-05,0.971770239765638
"contextual.cues.x",5.3387147578092e-06,2.04184975252781e-06,0.968702247669706
"phantom.x",7.55372587528799e-06,4.14306843934755e-06,0.968288802566494
"interactive.approach.x",4.11493475901528e-05,3.65849380087847e-05,0.967662552754961
"confirmation.checks.x",1.05562025020485e-05,6.75889032073403e-06,0.965652653624349
"content.words.x",3.65051435747297e-06,0,0.964780547592046
"zone.of.proximal.development.x",8.90752982429633e-05,8.21547966709358e-05,0.96339817185884
"reformulations.x",9.50855056409476e-06,5.4384920149341e-06,0.962833417772446
"texture.x",4.0793515462782e-06,0,0.960805371231926
"mimicry.x",4.0793515462782e-06,0,0.960805371231926
"knowledge.base.x",7.40609076904847e-06,2.94573369389114e-06,0.958472028511416
"interactional.competence.x",5.3387147578092e-06,0,0.949318588421325
"displacement.x",8.20432039512007e-06,2.71924600746705e-06,0.94930817579535
"linguistic.form.x",1.16013464120475e-05,5.26074207944233e-06,0.943185234439782
"information.processing.x",1.7799016528842e-05,1.03850599415643e-05,0.937062661423302
"communicative.view.of.language.x",1.12650344790749e-05,4.20137174787568e-06,0.93651498186946
"total_term_appearance_normalized.x",0.0191390848717492,0.0179103147429807,0.936131570864225
"contrastive.analysis.x",2.44764181322297e-05,1.63128319827155e-05,0.934416604590581
"modified.input.x",1.9019723453221e-05,1.02354057489388e-05,0.926194436943598
"social.context.x",3.81357208413256e-05,2.71636869519221e-05,0.920570625595049
"affective.filter.hypothesis.x",2.86370708225707e-05,1.82392134982139e-05,0.91916904467843
"negotiation.of.meaning.x",4.17824404391869e-05,2.98441909466782e-05,0.915798815032887
"constructivism.x",3.8210251203074e-05,2.58145558745931e-05,0.910312764642416
"rehearsal.tasks.x",1.23723667037509e-05,2.26919969865028e-06,0.910092068882595
"taxonomy.of.learning.domains.x",1.79256179583813e-05,7.27564812618338e-06,0.909689090321693
"pragmatics.x",2.22477011862446e-05,1.11614020978031e-05,0.909312821583847
"communicative.competence.x",0.000208750989566243,0.000179651552979445,0.905751114748884
"learning.strategies.x",4.75836155588356e-05,3.35840556331812e-05,0.905141503190282
"monitor.model.x",2.96535270493435e-05,1.73536942609076e-05,0.905133064496156
"interactional.view.of.language.x",1.45897921278686e-05,3.34979197791817e-06,0.901910982285333
"coherence.x",4.53134489432228e-05,3.0846070068163e-05,0.900440193386969
"pedagogical.tasks.x",1.36709024153396e-05,2.26919969865028e-06,0.899695502767904
"transformation.x",4.65992073262899e-05,2.96803410679957e-05,0.884591011323564
"monitor.hypothesis.x",3.82228223689087e-05,2.09142024723217e-05,0.874777409403555
"interpersonality.x",1.98614732232894e-05,4.53810075945116e-06,0.872157649561904
"accent.x",6.46538829226741e-05,4.29665332374516e-05,0.868285221701042
"referent.relationship.x",1.64125457499713e-05,0,0.859013943520986
"usage.x",0.000122777511163109,9.06376309172911e-05,0.855731038209299
"meaning.and.use.x",5.19093731740735e-05,2.76070635760849e-05,0.840021000085752
"common.european.framework.of.reference.for.languages.x",5.41785822845211e-05,2.93508863052504e-05,0.838967931787999
"learning.styles.x",0.000107405911510292,7.20351877073388e-05,0.829461351678022
"input.hypothesis.x",6.13964834698628e-05,3.3117859416337e-05,0.824787855066209
"substitution.x",2.22501787045886e-05,0,0.817994714278864
"interactivity.x",3.23582448906087e-05,7.50461474953114e-06,0.812224541345206
"instrumental.motivation.x",2.90258910948566e-05,4.60291778958682e-06,0.810712616684704
"output.x",0.000185611540675375,0.000130947654322375,0.808607571585734
"noticing.x",8.18188989154331e-05,4.47988575002683e-05,0.796390575259267
"audiolingual.method.x",7.06634749853944e-05,3.27489476078868e-05,0.777840411483755
"syntax.x",0.00011942358272422,7.05959004811595e-05,0.777472951462884
"context.x",0.00107346849516262,0.00079774377489683,0.76503440748311
"communicative.purpose.x",3.86389673942782e-05,4.2109904972257e-06,0.751671715794434
"natural.order.hypothesis.x",5.06692680676145e-05,1.30205962562688e-05,0.750123749227676
"generative.linguistics.x",6.42936254557752e-05,2.22250157503583e-05,0.743942532227211
"sociocultural.theory.x",0.000108944840092766,5.25422935151695e-05,0.730060112742889
"collaborative.learning.x",5.86495985268991e-05,1.14283651238674e-05,0.702355166092492
"second.language.acquisition.x",0.000283072844786827,0.000168150470980724,0.699998641589813
"behaviorism.x",0.000141783066810581,6.622018292817e-05,0.687476526461594
"hypothesis.x",0.000280608555519285,0.000161086390319387,0.685970891965823
"language.functions.x",9.45862540006494e-05,3.03083665632874e-05,0.66966891999911
"reflective.observation.x",6.18420985647322e-05,7.09713224888125e-06,0.661738405511626
"abstract.conceptualization.x",7.153192636537e-05,9.23347811473155e-06,0.636811353019261
"experiential.learning.model.x",0.000105409233829464,2.79129501611941e-05,0.622722492930335
"approach.x",0.00182687548326571,0.00105685348726174,0.600377916117901
"structuralism.x",0.000165037736455486,5.76188724878443e-05,0.594703511265148
"grammar.translation.method.x",0.00010861914237353,2.33727807749624e-05,0.591378045999561
"target.language.x",0.000641553827435804,0.000328643391220648,0.578034089181146
"technique.x",0.000318124241229468,0.000133111885354365,0.557518226326497
"intake.x",0.000184854579528014,5.84560683746363e-05,0.556270040092695
"direct.method.x",0.000303600828971132,7.06679314167515e-05,0.422863183536619
"method.x",0.00175716187673669,0.000555035291505222,0.352707698618182
