"","mod1","mod3","ratio"
"constructivism.x",3.8210251203074e-05,2.58145558745931e-05,1.48017666354719
"sociocultural.theory.x",0.000108944840092766,5.25422935151695e-05,2.07346549717634
"contrastive.analysis.x",2.44764181322297e-05,1.63128319827155e-05,1.50043034312678
"cross.linguistic.influence.x",0,3.28908418739886e-06,0
"acquisition.learning.dichotomy.x",0,0,0
"comprehensible.x",9.27838261081283e-05,0.000129015172930869,0.719169320037367
"input.x",2.5032634214435e-07,6.13127745561864e-08,4.07612819895195
"information.processing.x",1.7799016528842e-05,1.03850599415643e-05,1.71388949510594
"monitor.hypothesis.x",3.82228223689087e-05,2.09142024723217e-05,1.82759250132742
"monitor.model.x",2.96535270493435e-05,1.73536942609076e-05,1.70876331731921
"natural.order.hypothesis.x",5.06692680676145e-05,1.30205962562688e-05,3.89144075480756
"affective.filter.hypothesis.x",2.86370708225707e-05,1.82392134982139e-05,1.57007394085172
"input.hypothesis.x",6.13964834698628e-05,3.3117859416337e-05,1.85387277935899
"input.1.x",2.5032634214435e-07,6.13127745561864e-08,4.07612819895195
"intake.x",0.000184854579528014,5.84560683746363e-05,3.16227670522828
"confirmation.checks.x",1.05562025020485e-05,6.75889032073403e-06,1.56180168947217
"interaction.x",0.000526535161540512,0.000566134647459867,0.930052719609544
"hypothesis.x",0.000280608555519285,0.000161086390319387,1.74197448192533
"interactional.modifications.x",5.80127163874321e-06,9.0057416869991e-06,0.64416762367897
"negotiation.of.meaning.x",4.17824404391869e-05,2.98441909466782e-05,1.40001451245192
"recasts.x",1.05545710971339e-05,1.34943917004429e-05,0.782139211422653
"reformulations.x",9.50855056409476e-06,5.4384920149341e-06,1.74834783303928
"modified.input.x",1.9019723453221e-05,1.02354057489388e-05,1.85821042161918
"foreigner.talk.x",0,0,0
"noticing.x",8.18188989154331e-05,4.47988575002683e-05,1.82635720741812
"acoustically.salient.sound.x",0,0,0
"focus.on.form.x",4.51856642265815e-05,6.32159740031242e-05,0.714781247319288
"contextual.x",3.14639587758695e-05,2.77527627401667e-05,1.13371939574118
"cues.x",1.00901979538526e-05,3.28785018932021e-05,0.306892549343433
"collaborative.dialogue.x",0,1.06845234992747e-09,0
"hypothesis.testing.x",0,4.81901342165864e-10,0
"metalinguistic.x",0,4.31573950196366e-06,0
"output.x",0.000185611540675375,0.000130947654322375,1.41744729900771
"tense.markings.x",0,0,0
"artifacts.x",9.50855056409476e-06,2.34649060531325e-05,0.405222591571649
"genetic.method.x",4.62483350599378e-06,7.29600817152915e-06,0.6338767733791
"mediation.x",4.75427528204738e-06,9.05808770167038e-06,0.524859435311842
"symbolic.tools.x",4.75493086330525e-06,6.67742862734894e-06,0.712079442659464
"private.speech.x",6.07625702567219e-06,6.40189837626517e-06,0.949118801435401
"intramental.plane.x",0,0,0
"intermental.plane.x",0,0,0
"product.oriented.theories.x",0,0,0
"zone.of.proximal.development.x",8.90752982429633e-05,8.21547966709358e-05,1.0842360206446
"contextual.cues.x",5.3387147578092e-06,2.04184975252781e-06,2.61451818351563
"collaborative.dialogue.1.x",0,1.06845234992747e-09,0
"hypothesis.testing.1.x",0,4.81901342165864e-10,0
"critical.period.x",0,0,0
"rate.of.acquisition.x",0,0,0
"instrumental.motivation.x",2.90258910948566e-05,4.60291778958682e-06,6.30583943440767
"intrinsic.motivation.x",4.1564849203478e-05,4.40571822301973e-05,0.943427444895569
"resultative.hypothesis.x",0,0,0
"good.learners.habits.x",0,0,0
"direct.learning.x",0,5.50438277791281e-06,0
"strategies.x",0.000413663950915932,0.000587695337624158,0.703874701815327
"indirect.learning.strategies.x",0,0,0
"learning.styles.x",0.000107405911510292,7.20351877073388e-05,1.49101801254206
"strategic.investment.x",0,0,0
"large.clases.x",0,0,0
"EFL.x",0,0,0
"monolingual.clases.x",0,0,0
"approach.x",0.00182687548326571,0.00105685348726174,1.72859845988607
"method.x",0.00175716187673669,0.000555035291505222,3.16585555377176
"technique.x",0.000318124241229468,0.000133111885354365,2.38989930457855
"grammar.translation.method.x",0.00010861914237353,2.33727807749624e-05,4.64722955716634
"direct.method.x",0.000303600828971132,7.06679314167515e-05,4.29615517631591
"audiolingual.method.x",7.06634749853944e-05,3.27489476078868e-05,2.15772610646475
"mimicry.x",4.0793515462782e-06,0,40793.515462782
"drill.x",3.87622558242623e-05,4.67496919560679e-05,0.829142851816073
"experiential.learning.model.x",0.000105409233829464,2.79129501611941e-05,3.77634236390292
"reflective.observation.x",6.18420985647322e-05,7.09713224888125e-06,8.71355147980122
"transformation.x",4.65992073262899e-05,2.96803410679957e-05,1.57003082331339
"abstract.conceptualization.x",7.153192636537e-05,9.23347811473155e-06,7.74693466352395
"taxonomy.of.learning.domains.x",1.79256179583813e-05,7.27564812618338e-06,2.46374910833871
"task.based.learning.framework.x",0,0,0
"interactional.view.of.language.x",1.45897921278686e-05,3.34979197791817e-06,4.35530226766763
"communicative.view.of.language.x",1.12650344790749e-05,4.20137174787568e-06,2.68121152659675
"learner.centered.instruction.x",0,2.10055790818041e-06,0
"social.context.x",3.81357208413256e-05,2.71636869519221e-05,1.40391768308384
"computer.assisted.language.learning.x",8.22781164893573e-06,1.25839701913762e-05,0.653827539405671
"real.world.or.target.task.x",0,0,0
"pedagogical.tasks.x",1.36709024153396e-05,2.26919969865028e-06,6.02428247951151
"rehearsal.tasks.x",1.23723667037509e-05,2.26919969865028e-06,5.45206378474805
"activation.tasks.x",0,2.13396612542173e-06,0
"enabling.skills.x",0,0,0
"scaffolding.x",1.41381898203498e-05,4.88649362234055e-05,0.289331409798032
"interactivity.x",3.23582448906087e-05,7.50461474953114e-06,4.31172216007681
"interpersonality.x",1.98614732232894e-05,4.53810075945116e-06,4.37650828512299
"teachers.roles.x",0,0,0
"knowledge.base.x",7.40609076904847e-06,2.94573369389114e-06,2.51408991091612
"engaged.learning.x",0,9.12302629028101e-06,0
"students.roles.x",0,0,0
"power.relationship.x",0,0,0
"coercive.relationship.x",0,0,0
"referent.relationship.x",1.64125457499713e-05,0,164125.457499713
"reward.based.relationship.x",0,0,0
"interactional.competence.x",5.3387147578092e-06,0,53387.147578092
"phantom.x",7.55372587528799e-06,4.14306843934755e-06,1.82317614788491
"authentic.Materials.x",0,0,0
"instructional.materials.x",4.07983419553829e-06,1.49835184974891e-05,0.272286310294272
"decoding.x",0,7.58918893527333e-05,0
"inferring.x",0,1.83748938327993e-05,0
"critical.reading.x",4.96583505482282e-06,1.53145194678862e-05,0.32425455070796
"top.bottom.approach.x",0,0,0
"bottom.up.approach.x",0,2.07714948621707e-06,0
"interactive.approach.x",4.11493475901528e-05,3.65849380087847e-05,1.12475891320032
"schema.theory.x",0,1.87951970434113e-05,0
"content.schema.x",0,3.76297804140201e-05,0
"calla.x",0,0,0
"cognitive.academic.language.learning.approach.x",0,0,0
"content.based.approach.x",0,4.26819638825222e-06,0
"literacy.transfer.x",0,0,0
"phonics.instruction.x",0,2.07702437180398e-06,0
"sheltered.instruction.x",0,0,0
"after.reading.phase.x",0,0,0
"before.reading.phase.x",0,0,0
"discourse.markers.x",0,0,0
"during.reading.phase.x",0,0,0
"reading.assessment.x",0,0,0
"skimming.x",0,1.88297960857423e-05,0
"scanning.x",0,2.88832311406432e-05,0
"sq3r.sequence.x",0,0,0
"strategies.for.reading.comprehension.x",0,2.0772746157042e-06,0
"collocations.x",0,1.84239953029111e-05,0
"register.x",9.71939531382415e-06,5.25963230523284e-05,0.184791944960863
"word.x",0.000362768390563925,0.000755950789993464,0.479883541862172
"word.parts.x",5.51547642685375e-06,1.11416230600706e-05,0.495029036094062
"affix.x",0,0,0
"suffix.x",0,0,0
"prefix.x",0,0,0
"context.x",0.00107346849516262,0.00079774377489683,1.34563050741248
"global.clue.x",0,0,0
"linguistic.clue.x",0,0,0
"local.clue.x",0,0,0
"difficulty.level.x",0,2.71946045904493e-06,0
"reading.lab.x",0,0,0
"readable.material.x",0,0,0
"collaborative.learning.x",5.86495985268991e-05,1.14283651238674e-05,5.13188760618559
"netiquette.x",0,0,0
"flesch.kincaid.x",0,0,0
"readability.score.x",0,0,0
"micro.and.macroskills.for.writing.x",0,0,0
"syllabus.x",0.000159208269258353,0.000159846096793395,0.99600911658933
"controlled.writing.x",0,1.31474849473783e-05,0
"real.wriging.x",0,0,0
"feedback.x",0.000262289599592137,0.000579260904467643,0.45280037421678
"rubric.x",3.43900608689882e-05,0.000474517160517862,0.0724737827902335
"CALL.x",0,0,0
"receptive.skill.x",0,1.61878868051034e-05,0
"background.knowledge.x",8.91905849047295e-06,6.86091241545591e-05,0.129997949989648
"chunking.x",0,0,0
"clustering.x",0,0,0
"colloquial.language.x",0,0,0
"back.channeling.x",0,0,0
"casual.style.x",0,3.12287254308003e-06,0
"formal.style.x",0,0,0
"conversational.analysis.1.x",0,0,0
"corpus.analysis.x",0,0,0
"discourse.analysis.1.x",3.18131046780432e-09,1.31360146276624e-09,2.25050026588039
"fillers.x",0,0,0
"fixed.phrases.x",0,0,0
"gaze.x",0,0,0
"hesitation.markers.x",0,0,0
"interactional.talk.x",0,0,0
"moves.x",1.69388760241836e-05,1.47339152170317e-05,1.14964426021517
"routines.x",2.93536633809146e-05,4.851750233545e-05,0.605010593432954
"slips.x",0,0,0
"idea.unit.x",0,0,0
"transactional.talk.x",0,0,0
"stylistic.variation.x",0,0,0
"turns.x",4.50731795688125e-05,7.89226297030455e-05,0.571105177664341
"accuracy.x",0.000141945306619895,0.000136561492335915,1.03942334145268
"connected.discourse.x",0,0,0
"content.words.x",3.65051435747297e-06,0,36505.1435747297
"falling.intonation.x",0,6.97043837086914e-06,0
"use.x",0.00362623361589899,0.00390924648844732,0.927604215762522
"fluency.x",9.33127925085564e-05,0.000175030799556347,0.533121824461151
"function.words.x",0,0,0
"intelligibility.x",0,6.23069781738655e-06,0
"intonation.contours.x",0,0,0
"language.oriented.approaches.x",0,0,0
"lexical.stress.x",0,0,0
"message.oriented.approaches.x",0,0,0
"native.like.x",0,3.28877049315114e-06,0
"norm.x",0,1.91082559130498e-06,0
"pitch.x",0,1.49796603156878e-05,0
"plateau.x",0,0,0
"reduction.x",0,4.57808377185731e-06,0
"rhythm.x",3.23662329346139e-05,4.07012949941317e-05,0.795211882523448
"rising.intonation.x",0,0,0
"segmental.x",0,0,0
"stress.x",4.45298980509778e-05,4.20033576875511e-05,1.06014839021635
"suprasegmental.x",0,0,0
"unaccented.x",0,0,0
"usage.x",0.000122777511163109,9.06376309172911e-05,1.35459603766059
"intercultural.competence.1.x",1.54584558859749e-09,1.24740927583279e-08,0.122938936296113
"decentering.x",0,0,0
"native.speaker.model.of.language.learning.x",0,0,0
"ethnocentrism.x",0,1.16662622014896e-05,0
"formative.testing.x",0,2.30145889479341e-06,0
"summative.testing.x",0,6.56022051235046e-06,0
"norm.based.testing.x",0,0,0
"criterion.based.testing.x",0,0,0
"validity.x",5.51459437401082e-06,0.000107396493551327,0.0513479449548394
"sqrt_word_count.x",74.9465268413845,119.755390472087,0.625830090369008
"normalized_word_proportion.x",16.5356771790266,17.0845152198151,0.967875117682664
