"","mod1","mod3","ratio"
"feedback.x",0.548387096774194,0.935483870967742,1.70575365668613
"linguistic.competence.x",0.290322580645161,0.483870967741935,1.66643711610445
"language.proficiency.x",0.193548387096774,0.32258064516129,1.66632240009329
"syllabus.x",0.419354838709677,0.67741935483871,1.61523790480732
"hypothesis.x",0.516129032258065,0.806451612903226,1.56239103673663
"accuracy.x",0.516129032258065,0.774193548387097,1.4999031437659
"zone.of.proximal.development.x",0.451612903225806,0.67741935483871,1.49988931022416
"input.hypothesis.x",0.32258064516129,0.483870967741935,1.49984504803511
"register.x",0.193548387096774,0.290322580645161,1.49974180006996
"language.competence.x",0.129032258064516,0.193548387096774,1.49961280007994
"accent.x",0.129032258064516,0.193548387096774,1.49961280007994
"communicative.purpose.x",0.129032258064516,0.193548387096774,1.49961280007994
"word.x",0.67741935483871,1,1.47612019178121
"natural.order.hypothesis.x",0.225806451612903,0.32258064516129,1.42838171666833
"comprehensible.x",0.483870967741935,0.67741935483871,1.39991735041425
"audiolingual.method.x",0.161290322580645,0.225806451612903,1.39975215366473
"sociocultural.theory.x",0.419354838709677,0.580645161290323,1.38452369050457
"generative.linguistics.x",0.258064516129032,0.354838709677419,1.37485474378678
"strategies.x",0.741935483870968,1,1.34777921236703
"transformation.x",0.193548387096774,0.258064516129032,1.33316120004664
"common.european.framework.of.reference.for.languages.x",0.0967741935483871,0.129032258064516,1.3329892444474
"technique.x",0.32258064516129,0.419354838709677,1.29990702882107
"text.x",0.774193548387097,1,1.2916289979211
"constructivism.x",0.225806451612903,0.290322580645161,1.28558781111222
"mediation.x",0.225806451612903,0.290322580645161,1.28558781111222
"rhythm.x",0.225806451612903,0.290322580645161,1.28558781111222
"language.functions.x",0.258064516129032,0.32258064516129,1.24990316252452
"routines.x",0.258064516129032,0.32258064516129,1.24990316252452
"turns.x",0.258064516129032,0.32258064516129,1.24990316252452
"strategic.competence.x",0.129032258064516,0.161290322580645,1.24980640003997
"monitor.model.x",0.129032258064516,0.161290322580645,1.24980640003997
"previous.knowledge.x",0.548387096774194,0.67741935483871,1.23525121889538
"second.language.acquisition.x",0.741935483870968,0.903225806451613,1.21736200772939
"input.x",0.774193548387097,0.935483870967742,1.2083064270865
"input.1.x",0.774193548387097,0.935483870967742,1.2083064270865
"phonetics.x",0.161290322580645,0.193548387096774,1.19987607683236
"language.system.x",0.193548387096774,0.225806451612903,1.16658060002332
"output.x",0.451612903225806,0.516129032258065,1.1428255172069
"monitor.hypothesis.x",0.258064516129032,0.290322580645161,1.12495158126226
"affective.filter.hypothesis.x",0.258064516129032,0.290322580645161,1.12495158126226
"target.language.x",0.806451612903226,0.903225806451613,1.11998512184489
"structuralism.x",0.32258064516129,0.354838709677419,1.09996900960702
"form.x",0.935483870967742,1,1.06895814585337
"method.x",0.935483870967742,1,1.06895814585337
"interaction.x",0.967741935483871,1,1.03332988924478
"approach.x",0.967741935483871,1,1.03332988924478
"total_term_appearance.x",1,1,1
"total_term_appearance_normalized.x",1,1,1
"language.as.social.practice.x",0.032258064516129,0.032258064516129,1
"linguistic.form.x",0.032258064516129,0.032258064516129,1
"meaning.and.use.x",0.161290322580645,0.161290322580645,1
"displacement.x",0,0,1
"arbitrary.nature.of.language.x",0.0645161290322581,0.0645161290322581,1
"creative.nature.of.language.x",0,0,1
"conventional.nature.of.language.x",0,0,1
"polysemy.x",0,0,1
"X.x",0,0,1
"English.as.lingua.franca.x",0,0,1
"dialect.x",0.032258064516129,0.032258064516129,1
"mutual.intelligibility.x",0,0,1
"parallelism.x",0.032258064516129,0.032258064516129,1
"conjunctions.and.discourse.markers.x",0,0,1
"speech.acts.x",0.032258064516129,0.032258064516129,1
"locutionary.x",0,0,1
"illocutionary.and.perlocutionary.acts.x",0,0,1
"language.media.x",0,0,1
"written.discourse.x",0.032258064516129,0.032258064516129,1
"context.dependent.x",0,0,1
"maxims.of.conversation.x",0,0,1
"principles.of.politeness.x",0,0,1
"deictics.x",0,0,1
"conversational.turn.x",0,0,1
"sociolinguistic.competence.x",0.0645161290322581,0.0645161290322581,1
"pragmatic.competence.x",0.032258064516129,0.032258064516129,1
"morphology.and.lexicn.x",0,0,1
"behaviorism.x",0.451612903225806,0.451612903225806,1
"acquisition.learning.dichotomy.x",0.0645161290322581,0.0645161290322581,1
"information.processing.x",0.0645161290322581,0.0645161290322581,1
"confirmation.checks.x",0.0645161290322581,0.0645161290322581,1
"recasts.x",0.0645161290322581,0.0645161290322581,1
"reformulations.x",0.032258064516129,0.032258064516129,1
"foreigner.talk.x",0.032258064516129,0.032258064516129,1
"acoustically.salient.sound.x",0,0,1
"hypothesis.testing.x",0,0,1
"metalinguistic.x",0.032258064516129,0.032258064516129,1
"tense.markings.x",0,0,1
"genetic.method.x",0,0,1
"product.oriented.theories.x",0,0,1
"contextual.cues.x",0,0,1
"hypothesis.testing.1.x",0,0,1
"critical.period.x",0.032258064516129,0.032258064516129,1
"rate.of.acquisition.x",0,0,1
"resultative.hypothesis.x",0,0,1
"good.learners.habits.x",0,0,1
"direct.learning.x",0,0,1
"indirect.learning.strategies.x",0,0,1
"large.clases.x",0,0,1
"EFL.x",0,0,1
"monolingual.clases.x",0,0,1
"abstract.conceptualization.x",0.161290322580645,0.161290322580645,1
"taxonomy.of.learning.domains.x",0.0645161290322581,0.0645161290322581,1
"task.based.learning.framework.x",0,0,1
"interactional.view.of.language.x",0.032258064516129,0.032258064516129,1
"communicative.view.of.language.x",0.032258064516129,0.032258064516129,1
"learner.centered.instruction.x",0,0,1
"real.world.or.target.task.x",0,0,1
"enabling.skills.x",0,0,1
"interactivity.x",0.032258064516129,0.032258064516129,1
"interpersonality.x",0,0,1
"engaged.learning.x",0,0,1
"students.roles.x",0.032258064516129,0.032258064516129,1
"power.relationship.x",0,0,1
"coercive.relationship.x",0,0,1
"referent.relationship.x",0,0,1
"reward.based.relationship.x",0,0,1
"interactional.competence.x",0,0,1
"phantom.x",0,0,1
"authentic.Materials.x",0,0,1
"top.bottom.approach.x",0,0,1
"bottom.up.approach.x",0,0,1
"content.based.approach.x",0.032258064516129,0.032258064516129,1
"phonics.instruction.x",0,0,1
"after.reading.phase.x",0,0,1
"before.reading.phase.x",0,0,1
"during.reading.phase.x",0,0,1
"sq3r.sequence.x",0,0,1
"strategies.for.reading.comprehension.x",0,0,1
"affix.x",0,0,1
"context.x",1,1,1
"global.clue.x",0,0,1
"linguistic.clue.x",0,0,1
"local.clue.x",0,0,1
"difficulty.level.x",0.032258064516129,0.032258064516129,1
"reading.lab.x",0,0,1
"readable.material.x",0,0,1
"flesch.kincaid.x",0,0,1
"micro.and.macroskills.for.writing.x",0,0,1
"real.wriging.x",0,0,1
"CALL.x",0,0,1
"back.channeling.x",0,0,1
"casual.style.x",0,0,1
"corpus.analysis.x",0,0,1
"gaze.x",0.032258064516129,0.032258064516129,1
"interactional.talk.x",0,0,1
"idea.unit.x",0,0,1
"transactional.talk.x",0,0,1
"connected.discourse.x",0,0,1
"content.words.x",0,0,1
"use.x",1,1,1
"function.words.x",0,0,1
"intonation.contours.x",0,0,1
"language.oriented.approaches.x",0,0,1
"lexical.stress.x",0,0,1
"message.oriented.approaches.x",0,0,1
"suprasegmental.x",0,0,1
"unaccented.x",0,0,1
"decentering.x",0,0,1
"formative.testing.x",0,0,1
"norm.based.testing.x",0,0,1
"criterion.based.testing.x",0,0,1
"sqrt_word_count.x",1,1,1
"normalized_word_proportion.x",1,1,1
"grammar.translation.method.x",0.419354838709677,0.387096774193548,0.923095261899086
"focus.on.form.x",0.258064516129032,0.225806451612903,0.875048418737739
"experiential.learning.model.x",0.225806451612903,0.193548387096774,0.857206094443889
"negotiation.of.meaning.x",0.193548387096774,0.161290322580645,0.833419399976679
"noticing.x",0.161290322580645,0.129032258064516,0.800123923167636
"direct.method.x",0.580645161290323,0.451612903225806,0.77781604279263
"language.in.use.x",0.129032258064516,0.0967741935483871,0.750193599960031
"communities.of.practice.x",0.129032258064516,0.0967741935483871,0.750193599960031
"cohesive.devices.x",0.0967741935483871,0.0645161290322581,0.667010755552596
"reflective.observation.x",0.193548387096774,0.129032258064516,0.666838799953357
"cross.linguistic.influence.x",0.0645161290322581,0.032258064516129,0.500773800609056
"interactional.modifications.x",0.0645161290322581,0.032258064516129,0.500773800609056
"symbolic.tools.x",0.0645161290322581,0.032258064516129,0.500773800609056
"teachers.roles.x",0.161290322580645,0.0645161290322581,0.400371769502908
"substitution.x",0.0967741935483871,0.032258064516129,0.334021511105191
"communication.models.x",0.032258064516129,0,0.00309041969893331
"units.of.language.x",0.032258064516129,0,0.00309041969893331
"texture.x",0.032258064516129,0,0.00309041969893331
"referring.expressions.x",0.032258064516129,0,0.00309041969893331
"repetition.and.lexical.chains.x",0.032258064516129,0,0.00309041969893331
"ellipsis.x",0.032258064516129,0,0.00309041969893331
"discourse.analysis.x",0.032258064516129,0,0.00309041969893331
"cooperative.principle.x",0.032258064516129,0,0.00309041969893331
"conversational.analysis.x",0.032258064516129,0,0.00309041969893331
"rehearsal.tasks.x",0.032258064516129,0,0.00309041969893331
"activation.tasks.x",0.032258064516129,0,0.00309041969893331
"discourse.markers.x",0.032258064516129,0,0.00309041969893331
"conversational.analysis.1.x",0.032258064516129,0,0.00309041969893331
"discourse.analysis.1.x",0.032258064516129,0,0.00309041969893331
"domain.of.discourse.x",0.0645161290322581,0,0.00154760121811193
"language.competences.x",0.0645161290322581,0,0.00154760121811193
"discursive.competence.x",0.0645161290322581,0,0.00154760121811193
"pedagogical.tasks.x",0.0645161290322581,0,0.00154760121811193
